;typeform_id;id;¿Qué podríamos hacer para mejorar la experiencia de trabajar en redcross?
336;aeaf8aedba22c5eb;n3gap0w6lhagrk7t1iln3gapha10pft6;Mejorar el sueldo, sería  para trabajar  con más ganas!!
337;aeb0bc04e7ac838b;66sgk6itefl8d266sggn3e05oca1cge1;En una comunicación
338;b3ad0af2728f8acd;75uyagch4zd4oa75uyaj7pfmgv2wvbdj;La alimentacion pésima...el sueldo deberían mejorarlo...deberían tener incentivos para el personal
339;af632c01c459d5ff;z3f72x6fxucz3ftlas9d01pjaoutlas9;Más cursos
340;8ff66ae01f21c87e;276g59qqd2dbrlyu276g5vqsw85mo8r7;Ser más empaticos con el trabajador,
341;b43623281f7833b9;ygzlju2jl2n6g9nygzlncy8qdvb4px22;Preocuparse de capacitar a los cargos altos en liderazgo y habilidades blandas
342;b0c5c1e40f1eb095;n7tfy1nf6a1qt7kn7jfd8ug87iuybvg4;Aumento de sueldo según años de servio
343;907a22307c89231c;fasf0qblevqfjz3f4exbfasf0sdewef5;Tener beneficios
344;90d800b5e46bf34c;w3al2r5p7d29d9lzw3al2t8aaz20yw7o;Aumentar el sueldo de las secretarias
345;b6bcd792312621d1;dj7yjaupjqsgqmto56dj7yjauwknf5fm;Contratar a los tec como Tec en enfermería no como auxiliares
346;b6e7ff860927852c;wvl73hxvbtpp0rwvdsf4nogmlu5h2lg9;Cambio de jefatura más empaticos
347;b7bc1ec906cdc6b5;5sspxm8eygo6kch5ss11neyvc7i44tm6;Llevo 10 años trabajando acá, he luchado incanzablemente para equiparar mi sueldo con el de mis colegas, pero aún recibo el sueldo mínimo. $353.000.- He hablado con jefaturas para saber el motivo y jamas he recibido una respuesta que me deje satisfecha.
348;b121f1709e754c88;wggkeqgkgduro9jvoxjwggkeqfyduq0w;Po
349;b131c7fe4faf80bc;3ax4p559y8j2detroab3ax4p5nibvnez;Mejorar el sueldo
350;ba38805a1063e34f;wu0fhqt0wymp59vwu0vagwr0990ujr4z;Generar condiciones de trabajo más dignas y metas más planificadas.
351;b2d1da37aaf72ed0;zjth21oabxwoim3kzjth214e50lve10j;MEJORAR LOS SUELDOS
352;90e6a4740f5ee91b;ax9cn741uwixax9cf5abpy361t2304tm;"Mi experiencia personal. Tiempo atrás tuve un problema con dos compañeros. Lo informé por escrito a mi coordinadora y  gerencia. Quedó en nada. Mi desilusión es que lo que me sucedió a nadie le importó. 
Finalmente, es un trabajo a conciencia. Que no en todos está."
353;b31f19e3433b6789;j8nslo3e66drc055bj7eox18izbv5tq7;Que debe haber un poco más de lineamientos de comunicación entre los que hacemos todos los días lo hay pero más atención entre loas compañeros
354;9112b30609a8c151;4pgp74n4l9e0njc9az848l4pgp7hs1b8;Mejores sueldos
355;b3f0a861a74e24b3;sbctnmk2qu40bh38vs2usbctnmkw26ax;Aumento de sueldo según cantidad de años trabajando en esta empresa
356;bec8d9c76b90d545;ifndpuv44vafvjrf2ifnls3za3evx8vv;Sueldo acorde a las funciones de cada uno
357;936ff9e5dd718c85;zer4zlbrj34i8gigs64cy9hzer4zlgfo;Ser más eficiente y que no existan tantos cambios y jefaturas. Dar beneficios reales al personal, a todos por igual y ser más humano. Se que ahora no somos una Corporación , somos una empresa. Pero igual se puede mejorar en muchos aspectos. Igual con Sanatorio hemos vivido muchas etapas, me ha dado mucho y yo les he dado mucho de mi vida. Creo que estamos en un posible equilibrio de dar y recibir.
358;c0d9697492c0e7c2;6u42sqv8qc2h9wgh0a6u42s9ltv9qvei;Para mejorar la experiencia de trabajar en la clinica sería lograr que todos los funcionarios tuviéramos los mismos beneficios, no importando a que sindicato se perteneciera ,creo injusto que un grupo tenga diferencias en cosas tan pequeñas como cantidad de dias administrativos, feriados que si caen día domingo algunos son remunerados con horas extras y otros no,son diferencias que dañan el alma,si somos una familia deberíamos tener por igual los mejores beneficios
359;96216d6e960899b0;5fwd0hlowtyl4psly5fwd07ur228qyae;Aumento de sueldo
360;b47dad83521d99b5;jo7s2vh4v3gfjckq8jo7s2v0zgyuspwt;Un buen sistema informático y call center
361;b7ee35007f3ce50b;xboazmbuws1xgpfntlabksme8b0y8ptg;"Agradezco la pregunta:

Trabajar en el respeto, valorar el trabajo, empatía, escuchar, profesionalismo, respetar a las personas, pero, ""sinceramente"", comunicación ""respetuosa""ergonomía para cada departamento( comodidad en tu trabajo) que no se note tanto la diferencia en la atención para nuestros clientes y el lugar de trabajo de los funcionarios.

Para finalizar, se ha entregado información de reclamos con respecto a funcionarios(ejecutivo o jefes), han sucedido situaciones graves, dolorosas, dónde han estado directamente involucrado, y aún, se mantienen entorpeciendo psicologicamente con la presencia el trabajo desarrollado a diario, y los funcionarios no hablan por temor, temor a perder la fuente de trabajo, y esto último, es grave, trabajar obligado y presionado. 

Agradezco y un gran abrazo"
362;b9ae9455d281e594;rtnholdc5zomqdrtnholdpdpc7zcb8dt;"Conoscamonos. Inviten por servicios a mesas de dialogo constuctivo . Para ambas partes.
Sugiero. Que nos permitan continuar con locomocion  para ingreso y salida . Asi como lo hacen el Hospital traumatologico.Regional e Higueras.
Darnos algun descuento como funcionario ,en atencion de urgencias y pabellones , seria muy bueno para nosotros.
De vez en cuando recibir una visita en los servicios de la Gerencia. Sentir que somos cercanos . Y no esperar un evento para ello.Conocer en terreno como estan los servicios. Y dar tribuna a alguna peticion de mejoras ,para ir en directo beneficio del buen desarrollo de nuestras tareas.
Mirarnos a los ojos y sentir que somos una
 FAMILIA LABORAL"
363;c325e41f6949dd6e;tzg3bkml6la77tzg33g3f90p03hh64sf;Subir sueldos y evaluar coordinadores de servicios
364;bae37bba97eadd41;u1uhj8wsqs3i6u1uhj9fhr8xtemdnlx0;En lo laboral reconocer más la labor del tens
365;bcbca2c4bb986c69;u246zchmovnnlyda2zi2u2400n4muhom;Subir el sueldo
366;c4607152a30bedce;zzjtida10n7bds5vdicwzzjtidbi6tud;Preocuparse por su personal
367;97c7d08a3dc97ec2;jqfze631tjm3bsva6uimjqfze6mqsmgm;Mejorar trato de nosotros mismos como trabajadores de la clinica
368;97eecc6b1a629c9f;iw6fh1dakggcrkfproxiw6fh1fasrslq;Subir los sueldos, es soñado por todos creo yo
369;9efe7f0c6728ac2d;wmxfz4tdd40ifhea0qwmxfzjwystrzha;Mejorar los sueldos, ya que uno ingresa ganando una cantidad de dinero y pasan los años y este valor se mantiene, siendo que debería aumentar por el costo de la vida
370;c2bceeee8a394ec8;u86k4j6v82xhha6wkhkru86krvkkiups;Mejorar las condiciones de trabajo del laboratorio sobre todo del espacio... Y los sueldos de los técnicos
371;c698640b060b309b;opiey63tx59vl29syz53popieyapoa8o;Las jefaturas y los sistemas
372;c2bd1d7a1770c6e3;ia0y7809q617wlcy5sia0y7ciqrrd541;mejorar nuestros sueldos
373;c752e0d589b6fd92;7unfbvmm94cjeugodx7unfbhln8qj5bn;No creo que mejore, a traves de los años todo empeoro.
374;c3006f4c929d0a01;bcql1frhm2yzam0m4sapx2bcql1fi3ut;Implementar más canales de comunicación entre jefaturas y empleados.
375;a164c08c3cec72cb;r0jup5aksp15hma298c1nr0jup5akise;Mejorar infraestructura, todo en una misma torre
376;a8d7732200ea61b3;n088uio6os6tsyxx2n088uz43pyrhzac;"Mejorar en forma prioritaria el trato del personal con nuestros usuarios.
No mantener por muchos años las jefaturas de los servicio.
Uso obligatorio y correcto de uniforme(cada quien usa lo que quiere administrativas)
Que el gerente esté el terreno ,que se vea.
Mejorar la infraestructura interna de los edificios de hospitalizado.
Mejorar el aseo ,muy por debajo de una gran clínica.
Capacitación de trato ,desde el médico hasta la auxiliar de servicio .
La clínica es un fuerte potencial, pero no han sabido potenciarlo."
377;aa865f8403e7fa40;1740fju4iootg7vpv11740fo6tjhicyr;Actividades bien definidas por áreas, objetivos transversales
378;ca1f65505ac6e578;9pi5odmn45u9vjahxz4y9pi5odmnp6sq;Subir sueldos a funcionarios
379;b1e48ea1b276bd4a;fe9rebcluh2rlep424fe9reb3lye5913;No lo se
380;cb086135c8e3cdb4;nninqi34jzhxtxejw9mnninqkev2kdda;Mejorar sueldo de los tens para que trabajen con más entusiasmo
381;b40ef6b1b1a9f692;pj4cj07wcpmq9lzx2elva0la59pj4cj0;Mejorar los sueldos, disminuir la carga laboral e implementar el liderazgo de la jefatura
382;c35e8f4f99ea23cc;luwybuedt100lu1apam2vom8oxxp331a;Quizás mejorar sueldos
383;c3a14c6955e7dccd;9ksiwuvyc0wsabht89ksl3rzi3vrl3b1;ver personas y no números, además de mejorar los sueldos.
384;c69620305a9cb2c0;v9oqa2frgxlqjf7frt6axefqxv9oqa2f;Deberían poner más apoyo en los servicios (mas gente)
385;c6af9789f8aeac7a;youw9dcduob8itakyouw9r2tho97lspi;Ajustar las rentas de acuerdo al mercado
386;cd5e9fbdce0e9cab;bf28cv1xi43cen9uabf28cvdhxt70vaw;Cambio de coordinadora y jefe de servicio
387;c757bd286d78da19;sxspq6mbgdyedvysxspq6t4425r7kqy1;Contar con bonos, más beneficios y convenios
388;cdd99e70f30df08a;mos6ilirp1pi8zwomos6ihw1qf1ztelo;Valorar mejor económicamente  asus trabajadores técnicos
389;b492c4008ab63385;klkzwfchrdx1l7stkhklkzwpm3pgce3p;Disponer y rotar al personal acorde a sus necesidades de aprender sobre áreas específicas en el desarrollo profesional y no generales, por ejemplo: tener experiencia en RRHH, FINANZAS Etc, sin embargo pertenecer al área de ADMISIÓN/SECRETARIO de la clínica que no va más allá de aprender sistemas internos y atención a público. No aportando así conocimiento de intelecto acorde a Perfil profesional del colaborador.
390;cb9c328160e1c909;iegr0b7fcf54k851d3k1k4jiegr0b7f0;mejorar los sueldos! no puede ser que los ingresos nuevos, ganen más que personal antiguo y mejorar el sistema en general muchos problemas con erika, las telemedicinas e imed.
391;b521dbfaac6c9f95;t09wg3xbygfc478at09w07w4oxm1w5zx;Ajustar las remuneraciones acorde al mercado
392;cf24b3b210ed7f0a;ahltk0dlnryn9kked0topahltk0ditr9;Más empatía hacia los trabajadores
393;cc6e8fedd6506906;ng2gvvgw4a2zbzng2gpsbnandp46kt3h;"se necesita refuerzos positivos por parte de la jefatura directa, como tambien de la gerencia; RECONOCER  que somos  Personas y no un numero mas que es reemplazable
Si bien existen muchas personas para un cargo, el compromiso con la empresa no todos lo tienen, por lo tanto es facil ver a los funcionarios sentados jugando con el celular y los timbres sonando, lo que da una muy  mala imagen de la institucion y esto lo transmiten los pacientes y / o familiares.
Mientras las jefaturas no cumplan su rol, esto no mejorara
Tambien falta compromiso por parte de la gerencia en realizar visitas a terreno. Un gran ejemplo es lo sucedido al inicio de la pandemia, la enfermera jefe , enfermera de calidad, jamas se vieron en la clinica supongo que protegiendose,  y los funcionarios trabajando en terreno asumiendo todos los riesgos y sin ningun reconocimiento a la laboral realizada.
Me contagie con covid en la clinica y mi jefatura jamas me llamo para saber mi condicion menos de la gerencia, el unico llamado recibido fue para interrogarme si habia cumplido con las normas de proteccion
En resumen un numero mas, reemplazable
Mientras se proceda asi, los funcionarios jamas se sentiran parte de la institucion, por lo que no se subiran al barco y si lo hacen no remaran hacia el mismo lado
Se necesita demostrar por parte de la gerencia que el funcionario si importa, que se sienta parte de la institucion , porque ellos son los que hacen la institucion, quienes con su quehacer y trato a los usuarios externos logran fidelizar a este cliente quien se llevara una imagen que pueda recomendar la institucion, no olvidando que la mejor propaganda es el boca a boca, no una pancarta o propaganga en un medio audio visual o escrita"
394;cca699f837530e2d;vsc7wf5zpomnnsck47gvsc4apzaya96h;Reconocimiento e incentivos
395;cd58a1b7c54bb705;nkb64j3bxkbfaudv44q9ixnkb64vcrz2;Subir sueldos  y estar más presente con el personal
396;bd2b4a9f7c9e722b;lytpordyoayxo3puu06lytpixyujyre0;Capacitaciones dentro del horario de trabajo, redistribución de la carga laboral. Ojalá seguir mejorando los almuerzos.
397;c03ed7b4a9cde569;t8n9tzhqr6se4tt8nte5ew7on1gne4iy;Mejor diálogo con los trabajadores por los medios dispuestos por la clínica
398;cd65e2dbefc2c5d3;95zilimbvav5mx4zno995zilij1qgmf6;Mejorar los sueldos
399;ce0a799f19d442a8;j7bvewoq9nnelfflcs7uiqyj7bvj6sj7;Mayor posibilidad de comunicación con los superiores.
400;d3a9bb77d1477e7a;882tdccz5sik5o688jhmss882tdceh4e;Mas espacios para compartir dentro de la jornada laboral
401;c0fcb56cdd5743ab;ympdf9qf4ar3z2gu0ebqnympdf9zuqqs;El prestigio y resto que tiene sanatorio alemán mantenerlo y mejorarlo en lo que se pueda estar fallando
402;c78281f82ffcea5e;fk8jc29x8fxdgyoqd9tqa8fk8jx0brhu;Delimitar un poco la línea de trabajo, más equitativo. Y sobre todo, quitar el amndoneo entre los pares de trabajo que no son jefaturas.
403;c7aa74db7c8669ec;6s6obfniix5selck6s6obf48mibpp875;Tener estacionamiento mas cercano para funcionarios, porque en inviernos llegamos todas mojadas desde el que esta al lado del Jumbo y ahora prohibieron estacionarse en Mahuzier,  los casilleros que fueran mas amplios o hubiera menos gente, que se reconociera el hecho de tener especialidades, magister o diplomado, cursos, sobre todo los que trabajos en unidades críticas, haciendo tipo carrera funcionaria como el hospital, en relación a lo mismo que aumentaran el sueldo de acuerdo a eso, que la comida sodexo subiera de categoría y no fuera la colación mas barata porque aveces es incomible, que variaran la colación, nos dan todos los turnos noche lo mismo, un pan que aveces nadie se come, algún menú vegetariano, o una galleta soda, con mermelada sería mas aceptada, que hubiera una maquina de café para todos los funcionarios no solo para los médicos, creo que con todo eso seríamos mas felices aún. Que el personal de Recurso humano, atendiera bien a los funcionarios porque son el canal de comunicación con gerencia y aveces dan malas respuestas o no responden, generando mas problemas en vez de ayudar.
404;d011df1a69cf89fd;jp8h9o5yc1d7msvwplrjp8h9oimh4n09;Mejorar los tiempos
405;d0dbb5b452df2e5f;ajt3r03wmcu8gmsatajt3rvvc8r6dnti;"Yo creo que todo está bien hasta ahora... 
A lo mejor mejorar un poco el sueldo"
406;d16ef0f4e63c5133;6j4ml5pn8z84rsrib6j4mf6u1nb60eel;Evaluar la carga de trabajo en el puesto de farmacia que envía los insumos a TPV, ya que hay una sola persona y se necesitan dos.Gracias
407;d5bb794888f0acd0;j96mgv7wev3eoisokizkngxj96mgv7wa;.
408;d5e82e54b6460528;imj4yuvopz6o3o40dduimj4jj9q92emm;TENER MAS APOYO DEPARTE DE JEFATURA QUE HAGAN REUNIONES PARA QUE DEMOS A CONOCER NUESTRAS INQUIETUDES Y SUBIR LAS REMUNERACIONES YA QUE POR AÑOS NO LO HAN HECHO Y DEBEN ESTAR DE ACUERDO AL MERCADO ACA OBVIAMENTE NO LO ESTAN SE GANA DEMASIADO , CON ESTOS DOS INCENTIVOS SE TRABAJARIA MUY BIEN Y MUY MOTIVADA
409;d2b451f07035a187;q6u1c6jb7xay5zt49ombwt5ofq6u1c6p;"Que suban mi sueldo es bajísimo, es la clínica que peor paga en Concepción 
Modernización de habitaciones las otras clínicas prestan mayor calidad en este aspecto
Áreas de descanso del personal son pauperrimas y pequeñas"
410;ca98477c043fd31f;tdxy15b63csyxjxtd0awycn3bwb749zf;Mejor menú en el casino y mejor equipamiento para trabajar, por ejemplo silla buena para la postura, pausas activas, monitos para notebook , etc
411;d4490ff38dbbfe6c;et49p5wtveet43s0mhoa0210l1judm91;Mejorar los sueldos
412;d4c8888a956a90e1;m47e2twyamd8g3opram47e2tse79l9rq;Orientar al personal nuevo.un tour por las dependencias..
413;cddebc70451cf1c7;9f12v1gjwy48krx1xp29fcz4iowprxfj;Sueldo , comida , calidad de trabajo , bus de acercamiento , y mas preocupacion al personal ,
414;d22c079067b9c5b1;0w0bm4f3l8u24gcgne70w0b50tfpi400;Mas personal y mejoras salariales
415;d3b12c8449a4198a;1eclxsg5ajbtdrdex0z1eclxs3gl3wqo;"Escuchar más a los trabajadores sobre demandas y requerimientos para lograr que actividades diarias en pro de los pacientes sean escuchadas y lograr experiencias más satisfactorias. 
Además brindar instancias de capacitación y que estas cuando sean de forma voluntaria e individual se vean reflejadas en el sueldo."
416;d40003e3d18aa342;uir076ktvu26mchsb1p80eduir077jpx;En mi caso, mi servicio necesita de mayores recursos materiales para lograr satisfacer la necesidad del día a día.
417;d686af7ae7ad84b2;0f55dag08uht3e0f55d74zuon450w9bz;Proponer ideas de trabajo en equipo y apoyarnos comprometidas con un buen ambiente laboral. Ya que el ambiente laboral es bastante desagradable y hasta tóxico.
418;d4f73d657339fe99;ilh9lmwsoycmyc6m7yro6t1ilh9lk1vo;Mejorar el sueldo (matrona), me encantaria teabajar de dia.
419;d6084c52131a96e5;mstjmdikx6ic48u38xgsdmstjmdg4f31;Los sueldos, horarios de trabajo y bus de acercamiento
420;dc7c3c082d8bbbbc;5fgpohkya2kui0sb0yb5fgpoucq7ir5k;Mejorar los estares para personal, son 12 hrs trabajando, que de vez en cuando se necesita un momento de descanso en un lugar digno.
421;dddf5759d658e3a8;4wuntduc8xk0km5w4wunp7325d87cdmu;Mejorar sueldos, mejorar almuerzos considerando dietas veg, mejorar condiciones laborales, mejorar seguridad para personal incluyendo estacionamientos, reuniones de servicio interdisciplinarias, evaluaciones constantes a jefaturas, beneficios de atención en clínica si eres funcionario.
422;d7a72d596c646cee;skpezhg17itea4p6gcskpeziohxznfx5;Ralizar reuniones los gerentes con los funcionarios y revisar las necesidades cada departamento ( ya son distintas necesidades) y así acercarse más a los funcionarios...un poco más de cercanía..pedir opinión de los funcionarios que trabajan directamente con los clientes son los únicos que les van a informar en qué estamos fallando como empresa
423;e0bd55061a1656ae;wvgpc83ab93xdx3z38wvgpybz04y8meg;Mejoras los sueldos ya que eso es un gran insentivo tanto para nosotros q ya estamos acá trabajando como tb para las personas q se interesan en trabajar en una de las clínicas más grandes y prestigiosa como lo es nuestra clínica sanatorio alemán, así esto ayudará a no estar pensando en un cambio de trabajo donde poder recibir un mejor sueldo , cómo lo han hecho aquellos q se han ido porque en otros lugares les han ofrecido un sueldo mejor q acá con las mismas o menores funciones, creo en lo personal q es muy importante mantener al personal bien y contento en todo sentido , monetaria mente y relación entre sus pares igual , así todo es más fácil y bonito para sobrellevar el día a día .
424;d8f551e27a3cf57d;7ccdgytddpr04rnp7ccdz18ypztj7b9a;Subir los sueldos de los técnicos en enfermería
425;e132a4705cd42408;3dhh3t8sa00ajsilh3dhh3cbsmryfnza;Mejorar las condiciones laborales (sueldos)
426;d768d123350200ad;rq6xjdyftpiw4uo9rq6x7b33c92310tw;Más capacitaciones o financiamiento para ellas
427;db6b31ccf37735d4;5wc4v4li4nhbx1b5wc4vtq9lg8lijfpr;Que valoren más el trabajo dando todas las herramientas necesarias para que así se realize de mejor manera el trabajo
428;da1c7d142926914c;446wj82dd0c1k2iry446wj82n7d9d69m;Todo bien
429;dc3b0f0688fa9fe8;z0v2jd78oh23ep8ufoyz0v2jd79pz0oa;Mejorar los espacios (oficina) con los que contamos en el área clínica, contar con un baño para la unidad haría también más cómoda la jornada.
430;e18650f86efdaf5e;mv0eaqvbmyc7lmv06c76p2h50w9v7sb1;Mejorar los sueldos
431;e1f2d404a77c05a8;r1k4cn9in8tqktclbdur1k4cnxamlqea;"Continuar por la misma senda e igual de preocupados por el personal, mantener personas formadas, felices y competentes es prioritario en toda organización. 
Sería ideal continuar con actividades recreativas por ejemplo para Fiestas Patrias, Navidad,  Aniversario de la clínica, entre otras."
432;da8f3b02922b18e4;pacend4gmidqndxqhlpacenl63rtf2zh;Mejorar los sueldos
433;e5f37c975fb5880a;qwrepkdevivdhmqwrepkl8jykrl7hcxw;Sueldos de acuerdo al mercado, pagar a profesionales por títulos obtenidos, generar beneficios con empresas externas, dar bono de vacaciones
434;e60d2586e78f494e;1aaxsa5yur25rzcs1aaxs4zo5f3r5yj4;Escuchar más a su personar y darle la confianza para poder decir cosas que nos moleste sin tener miedo que  seamos despedida
435;e78db0628d5dcf67;07k96vud9j98284qu078ov93u9mryv0t;Subir los sueldos de forma transversal a los trabajadores, es bastante grande la brecha entre el servicio público y privado.
436;de45710d1e86c0af;5ynw1qk73g0aqz2ej5ynw1q762usrow3;"Aparte del sueldo, mejorar los casilleros, en el sentido de que los profesionales tengamos nuestro propio espacio como fue siempre y terminar con el hacinamiento de los mismos. Esto último es una clara muestra de que la institución no nos valora.
A pesar de todo esto, me gusta mi trabajo y me entrego en ello al cien por ciento."
437;e93fd3ff110e5b12;uq9wmxdshs3cc2tuq9wmxdsbjg1oikii;"Capacitar y fiscalizar en función de vulneración de derechos fundamentales a coordinadores y coordinadoras.
Mejorar beneficios en salud.
Premiar la antigüedad en la clínica para fidelizar a trabajadores y trabajadoras."
438;e99980b6160edf47;rna72rrcinpk7l1qmxwsprna72rrpz8r;Ver al personal como personas y no como un número más.
439;e9f8c295cecf0994;pv3cludnb2ar738jvl5ypv3cl5htron7;Aumento del sueldo base
440;e9ff55281cb7051d;dxhza0g9krl7r9algob3wdxhzajkhkff;Lo primero aumentar los sueldo de las secretarias, es demasiada la responsabilidad que tenemos y es un arduo trabajo lidiar día a día con los pacientes.
441;e321e91c8d538695;6coq5i53micccn396co8eyobgyzoiy6b;Mantener siempre la cantidad de personal que corresponde en cada servicio, cuando falte una persona , reemplazarla , así no sobrecargar de trabajo a algunos
442;e77f05f1311e7f6e;g9n4vpowra69okg9nqniljnpd7ft8727;Mejorar los sueldos de los trabajadores con sueldo minimo.
443;e8eb1b65da5bb684;ilqamkkftylildz6nd6gjqxv4nd6x6dz;sueldos, casilleros para el personal,
444;ed6e6543a5be3ed9;yvkr2hiw3hzagyah6yvkr2lmil7w5c0p;Mejoras salariales, mayores descuentos en atenciones medicas y quirurgicas para funcionarios..
445;ef727cc9566c2102;ghhcn5015wcvb9l6v3yhghhcn501n79l;mejorar los sueldos
446;ef9bbea9e6499f06;uxdg4u1ohya1mvxuxdg4uwhzctovn7pk;Mejoraría el tema de transporte reincorporar el Transfer, aumentar los salarios, mayores beneficios y que la jefatura directa sea más empática y cercana
447;efe070c1cbeb8301;lw03cuj07ycj530grlw033vg1x2vn7od;Quisas que en mi casi encontrara estabilidad, permanencia
448;f05e9422b062c928;jis3yc0b70y6c1hfjis3ycfsh4avzc6o;Tener sueldos justos
449;f175b54752f8f9af;m5r0ywbxmcvhmucs620waczm5r0ywbjk;Mejor organización laboral y objetivos mas claros.
450;f1cccefe9bdb57ab;99x9mwz075kx76ntts99x9mwzmgff9h0;"Lo primero sería mejorar los sueldos de los técnicos en enfermería . Qué triste saber qué contratan gente con sueldos más altos y no valor a el personal que tienen trabajando en mi caso 35 años . El tener un estar digno para comer en los turnos de noches , el nuestro era un baño antes de la pandemia . Y no tener un baño en la unidad donde ir . Mejor los espacios de ingreso de pacientes más amplios y mejorar la calefacción en las zonas de ingresos . 
 Mejorar el aseo de la clínica , no es posible qué sólo se limpien los baños una vez cada 24 hrs . Los pacientes reclaman por los tachos de basura llenos y el piso sucio ."
451;f2d119e39d8d50d0;08s8y81t8r9c08spvbce3qxgkk4ufqgm;"Un poco más de preocupación en las tardes ya que la locomoción está tan mala después de las 20:00 horas,en mi hogar se preocupan porque es de noche y hay tanta delincuencia
Guardias vigilando MAS en los pasillos y fuera de la clinica"
452;f34117d4ca2aaf09;yxchwkxnybliacpitzcm8jtyxchwkxid;Compromiso con el personal y pacientes.
453;ee508ce7b6e98333;oidk17vhifyobevd7oidkuux9b2vgcfe;En algunas lineas se ve, pero creo que se debería ver mas posibilidades de crecimiento, de que el reemplazo de jefaturas se de en PRIMERA INSTANCIA entre personal interno, quienes ya están comprometidos con la institución y que por supuesto tengan las competencias.
454;f464bfbff145c2c5;a6eblbnmlb6x2jmke5vaa6eblbnmhpk1;Mejor la calidad de sueldo para sus técnicos en enfermería ya que formamos un Rol importante en el establecimiento y sus sueldos son muy bajos para todo el trabajo que manifestamos.
455;f4726bdf2aa2adb5;wmsn4v0c6mtu444pd2wmsn4vk7fr92oz;"Establecer Alineamientos entre todos las áreas y su importancia en todo el proceso
Saber cuanto influye mi trabajo en los demás 
hacer entender que todos somos parte de esta maquina y que nuestra parte es igual de importante que el del lado"
456;ef54b49765d90ae2;n3qmn25m7yvi9uzg3eln3qm4umtemmsj;Mejor comunicación y orientación de los procesos de trabajo de los supervisores
457;f3532f81a8bc1be9;f57wpcbodnn7w81qf57wpod47xqfikpx;renovar instalaciones para el personal
458;f7ecc16962319846;7kmdcdloc4p20296ezd7kmdcdfpodlru;Mejorar el.salario mensual.
459;f854841542d4e5a5;geksggqru6mdy3e9i8ncgeksggql2r5s;Reconocer años de experiencia, horas de capacitacion.
460;f91e1182f633d05f;vyyzevnyid2970u6kfvyyzssvc5alr0w;Que el sueldo refleje el grado de responsabilidad del cargo
461;f7700538be1e9074;e93l7ia5c0kpjavvfde93l7b5vu539c9;Jefaturas más empoderadas, mejorar la comunicación entre todos, valorar y cumplir los protocolos establecidos
462;f940cc420de14769;1a6hn0zeuw6h97t48d3yr9b1a6hn0ztp;Me parece que lo que están haciendo con esta encuesta es un muy buen paso. Lo otro que podría ser es tomar distintos funcionarios al azar y conversar. Cteo qué se sorprendería de muchas cosas. Hay muchas necesidades del personal y que seguramente la jefatura mayor, ni siquiera lo sabe. Gracias por esta oportunidad.
463;f9a0b0f116716872;3gv9m23ieeec5wzwl3gv9m2qbfkwqeho;Mejor sueldo
464;f9a9aca2883a18c3;68k0a7svm9h59u7csu9168k0a7sjjv14;Falta incentivos para los trabajadores
465;fa313b7886a41c52;7p94le8eqnsjwsaeaafucj7p94lecbyr;Más empatía
466;fbd3388165dec39d;5vq527bc8p041l04q15vqnxa8m3369ad;Las jefaturas debieran ser mas consientes de la cantidad de trabajo y estress a que estamos sometidos. Los continuos despidos nos insegurizan y estresan
467;fbd9feecc8715f75;x2swtnbll5zefxbk6sqx2swtrdbjld81;Mas regalías para los trabajadores, mejores sueldos.
468;fbf543910cb1130b;r5bxoqzelujrv8rz2prur5bxoqup84nj;Mayor entrega de información entre funcionarios y a pacientes.
469;fc108814308179ac;2t5oterxhk1voy92h222t5uo4c4wj1qa;Subir los sueldos, igualarlos al servicio público por estamento y a más años de servicio mayor sueldo (es una sugerencia), esa es la gran desventaja de trabajar en una clínica.
470;fc2c12a20ee1f286;vruas22ymf75wjuyfvruas2t8oq8bogp;El sueldo
471;fd1d1d7ed8c60372;kb7jeadrpjyho6kb7j9pvlg7ve5dupo6;Valorar los trabajos realizados con sueldos mas acordes
472;fd2149c8c2b6845f;zchyn0lhmqfhz9sbkoyksvzchyn0lmta;"Mejorar los trabajos en equipo, poniendo siempre  como foco principal al paciente, dando una atención segura y de calidad por sobre los números; con los recursos óptimos y adecuados, contando con  personal idóneo y bién remunerado de manera de mantenerlo cautivo y motivado y así sentirse orgulloso de tu lugar se trabajo y de pertenecer a esta Institución.
Buscar una instancia donde se pueda escuchar y sugerir la voz del personal frente a situaciones y decisiones que se vayan dando en el diario quéhacer,   de manera de tener colaboradores motivados e integrados.
Valor y reconocimiento a colaboradores que lo ameriten."
473;fe574150542dc10d;287q5clty6hxs3ru287q5cyhanbzxf59;Hay muchas cosas que mejorar
474;fedffd75cecef49a;z8m34hex0e851u4jr4hz8m34e5pkdutq;Generar escuchas activas entre los servicios clinicos
475;34109d116f03961b;ahybtu6y4piv4p29axwoahybtu34gwfo;Mejorar las remuneraciones y el estilo de liderazgo de algunas jefaturas
476;190100dad3d5909d;0l8kl5bhuse6mutvy0laabcw6sr69lun;Todo está bien, pero porque estudiamos y trabajamos ?por dinero ,y los sueldos de los TENS en general son muy bajos,demasiado bajos,es por ese motivo que aveces pienso en buscar otro trabajo,solo por eso.
477;e81de6b235f6d238;f6do3u8zrna7dz9z36gouf6do3umpdej;Preocuparse de las condiciones por áreas de servicio clínico, ejemplo, tener privacidad en las necesidades básicas del ser humano, tener un lugar donde comer, para servicios de áreas críticas.
